chr	start	end	mcf7.shank2.ctrl	mcf7.shank2.e2	t47d.shank2.ctrl	t47d.shank2.e2	mcf7.rara.ctrl	mcf7.rara.e2	t47d.rara.ctrl	t47d.rara.e2	inclusion	msr	tsr	mrr	trr	average
9	134500001	134750000	7	13	6	6	2	1	7	7	yes	0.807354922057604	0	-0.584962500721156	0	0.055598105334112
9	134750001	1.35e+08	6	10	2	5	4	3	1	6	yes	0.652076696579693	1	-0.321928094887362	1.8073549220576	0.784375880937484
9	135000001	135250000	6	11	5	6	4	2	6	8	yes	0.777607578663552	0.222392421336448	-0.736965594166206	0.362570079384708	0.156401121304626
9	135250001	135500000	7	12	7	7	6	1	5	5	yes	0.700439718141092	0	-1.8073549220576	0	-0.276728800979128
9	135500001	135750000	5	6	4	3	2	7	4	4	yes	0.222392421336448	-0.321928094887362	1.41503749927884	0	0.328875456431982
9	135750001	1.36e+08	13	16	10	11	4	6	3	9	yes	0.280107919192735	0.125530882083859	0.485426827170242	1.32192809488736	0.553248430833549
9	136000001	136250000	11	15	12	19	8	6	15	13	yes	0.415037499278844	0.62148837674627	-0.362570079384708	-0.192645077942396	0.120327679674502
9	136250001	136500000	13	14	13	12	6	14	18	21	yes	0.0995356735509144	-0.106915203916512	1.09953567355091	0.211504105193712	0.325915062094757
9	136500001	136750000	10	20	10	22	6	6	7	22	yes	0.932885804141463	1.06413033741972	0	1.52356195605701	0.880144524404548
9	136750001	1.37e+08	10	20	5	11	10	3	12	10	yes	0.932885804141463	1	-1.4594316186373	-0.241008099503795	0.0581115215000927
9	137000001	137250000	8	19	19	16	16	9	13	24	yes	1.15200309344505	-0.234465253637023	-0.765534746362977	0.836501267717121	0.247126090290543
9	137250001	137500000	12	24	13	17	14	21	12	23	yes	0.943416471633633	0.362570079384708	0.552541023028779	0.884522782580064	0.685762589156796
9	137500001	137750000	4	27	14	19	7	14	12	26	yes	2.48542682717024	0.415037499278844	0.906890595608518	1.05444778402238	1.21545067652
9	137750001	1.38e+08	10	14	13	14	1	4	7	12	yes	0.447458976971221	0.0995356735509144	1.32192809488736	0.700439718141092	0.642340615887648
9	138000001	138250000	9	18	5	12	6	7	11	13	yes	0.925999418556223	1.11547721741994	0.192645077942396	0.222392421336448	0.614128533813751
9	138250001	138500000	7	26	12	11	8	14	14	20	yes	1.75488750216347	-0.115477217419936	0.736965594166206	0.485426827170242	0.715450676519995
9	138500001	138750000	5	13	9	12	5	4	13	24	yes	1.22239242133645	0.37851162325373	-0.263034405833794	0.836501267717121	0.543592726618376
9	138750001	1.39e+08	8	26	24	26	15	16	9	19	yes	1.58496250072116	0.111031312388744	0.0874628412503394	1	0.69586416359006
9	139000001	139250000	14	37	11	18	17	13	9	18	yes	1.34103691783507	0.662965012722429	-0.362570079384708	0.925999418556223	0.641857817432253
9	139250001	139500000	51	80	33	39	40	39	22	31	yes	0.639410284743533	0.234465253637023	-0.0356239097307214	0.476438043942987	0.328672418148205
9	139500001	139750000	75	119	38	32	61	81	31	51	yes	0.658963082164933	-0.241008099503795	0.403355694231208	0.700439718141092	0.38043759875836
9	139750001	1.4e+08	107	182	39	50	66	96	34	84	yes	0.760812336120574	0.350497247084133	0.533823651729355	1.28010791919274	0.731310288531699
9	140000001	140250000	88	161	19	44	82	80	33	72	yes	0.864116571918227	1.16992500144231	-0.0351894284623	1.10236171762968	0.775303465631979
9	140250001	140500000	50	63	18	24	25	29	15	20	yes	0.327574658028504	0.395928676331139	0.206450877467426	0.39231742277876	0.330567908651458
9	140500001	140750000	16	27	9	14	10	11	15	20	yes	0.719892080807265	0.584962500721156	0.125530882083859	0.39231742277876	0.45567572159776
9	140750001	1.41e+08	12	10	7	13	8	8	10	18	yes	-0.241008099503795	0.807354922057604	0	0.788495894806288	0.338710679340024
9	141000001	141250000	4	7	2	4	3	2	2	1	yes	0.678071905112638	0.736965594166206	-0.415037499278844	-0.584962500721156	0.103759374819711
10	1	250000	1	6	3	5	5	4	0	4	yes	1.8073549220576	0.584962500721156	-0.263034405833794	2.32192809488736	1.11280277795808
10	250001	5e+05	7	16	6	10	3	10	4	6	yes	1.08746284125034	0.652076696579693	1.4594316186373	0.485426827170242	0.921099495909393
10	500001	750000	8	6	7	14	3	2	5	7	yes	-0.362570079384708	0.906890595608518	-0.415037499278844	0.415037499278844	0.136080129055953
10	750001	1e+06	2	8	3	4	0	4	5	3	yes	1.58496250072116	0.321928094887362	2.32192809488736	-0.584962500721156	0.910964047443681
10	1000001	1250000	5	8	3	5	6	5	2	4	yes	0.584962500721156	0.584962500721156	-0.222392421336448	0.736965594166206	0.421124543568018
10	1250001	1500000	7	2	10	4	3	4	4	5	yes	-1.41503749927884	-1.13750352374993	0.321928094887362	0.263034405833794	-0.491894630576906
10	1500001	1750000	5	7	7	11	3	6	4	11	yes	0.415037499278844	0.584962500721156	0.807354922057604	1.26303440583379	0.767597331972849
10	1750001	2e+06	4	2	3	4	4	1	3	4	yes	-0.736965594166206	0.321928094887362	-1.32192809488736	0.321928094887362	-0.353759374819711
10	2000001	2250000	1	0	2	1	0	1	0	0	yes	-1	-0.584962500721156	1	0	-0.146240625180289
10	2250001	2500000	2	3	2	1	1	1	1	0	yes	0.415037499278844	-0.584962500721156	0	-1	-0.292481250360578
10	2500001	2750000	0	1	0	4	1	2	2	2	yes	1	2.32192809488736	0.584962500721156	0	0.97672264890213
10	2750001	3e+06	5	7	4	5	3	1	2	3	yes	0.415037499278844	0.263034405833794	-1	0.415037499278844	0.0232773510978704
10	3000001	3250000	3	5	8	7	5	3	2	5	yes	0.584962500721156	-0.169925001442312	-0.584962500721156	1	0.207518749639422
10	3250001	3500000	6	6	3	4	1	0	2	6	yes	0	0.321928094887362	-1	1.22239242133645	0.136080129055953
10	3500001	3750000	3	3	8	3	5	1	3	6	yes	0	-1.16992500144231	-1.58496250072116	0.807354922057604	-0.486883145026466
10	3750001	4e+06	8	6	4	4	1	0	1	4	yes	-0.362570079384708	0	-1	1.32192809488736	-0.0101604961243364
10	4000001	4250000	3	3	2	3	1	1	2	5	yes	0	0.415037499278844	0	1	0.353759374819711
10	4250001	4500000	0	3	1	2	0	2	4	2	yes	2	0.584962500721156	1.58496250072116	-0.736965594166206	0.858239851819027
10	4500001	4750000	0	1	1	1	1	0	1	1	yes	1	0	-1	0	0
10	4750001	5e+06	0	4	1	2	1	1	0	3	yes	2.32192809488736	0.584962500721156	0	2	1.22672264890213
10	5000001	5250000	1	0	0	1	0	0	0	0	yes	-1	1	0	0	0
10	5250001	5500000	1	1	0	2	1	3	2	1	yes	0	1.58496250072116	1	-0.584962500721156	0.5
10	5500001	5750000	8	17	16	6	5	7	5	17	yes	1	-1.28010791919274	0.415037499278844	1.58496250072116	0.429973020201816
10	5750001	6e+06	5	9	5	3	2	1	3	4	yes	0.736965594166206	-0.584962500721156	-0.584962500721156	0.321928094887362	-0.027757828097186
10	6000001	6250000	1	2	8	11	2	4	1	9	yes	0.584962500721156	0.415037499278844	0.736965594166206	2.32192809488736	1.01472342226339
10	6250001	6500000	4	4	1	12	1	1	1	5	yes	0	2.70043971814109	0	1.58496250072116	1.07135055471556
10	6500001	6750000	1	3	0	2	2	1	2	1	yes	1	1.58496250072116	-0.584962500721156	-0.584962500721156	0.353759374819711
10	6750001	7e+06	1	3	2	2	0	0	1	3	yes	1	0	0	1	0.5
10	7000001	7250000	2	2	2	1	0	2	2	4	yes	0	-0.584962500721156	1.58496250072116	0.736965594166206	0.434241398541552
10	7250001	7500000	8	2	4	3	0	1	2	0	yes	-1.58496250072116	-0.321928094887362	1	-1.58496250072116	-0.622963274082419
10	7500001	7750000	2	1	1	5	2	2	1	5	yes	-0.584962500721156	1.58496250072116	0	1.58496250072116	0.646240625180289
10	7750001	8e+06	1	3	0	3	2	1	1	0	yes	1	2	-0.584962500721156	-1	0.353759374819711
10	8000001	8250000	5	15	8	12	7	10	4	15	yes	1.41503749927884	0.53051471669878	0.459431618637297	1.67807190511264	1.02076393493189
10	8250001	8500000	0	4	2	4	2	1	2	4	yes	2.32192809488736	0.736965594166206	-0.584962500721156	0.736965594166206	0.802724195624655
10	8500001	8750000	2	3	1	3	2	3	2	1	yes	0.415037499278844	1	0.415037499278844	-0.584962500721156	0.311278124459133
10	8750001	9e+06	4	8	0	0	2	0	0	0	yes	0.84799690655495	0	-1.58496250072116	0	-0.184241398541552
10	9000001	9250000	7	5	2	6	2	3	1	2	yes	-0.415037499278844	1.22239242133645	0.415037499278844	0.584962500721156	0.451838730514401
10	9250001	9500000	4	6	1	1	0	4	0	1	yes	0.485426827170242	0	2.32192809488736	1	0.951838730514401
10	9500001	9750000	0	2	0	0	1	0	0	0	yes	1.58496250072116	0	-1	0	0.146240625180289
10	9750001	1e+07	0	1	0	3	0	0	3	1	yes	1	2	0	-1	0.5
10	10000001	10250000	1	0	1	1	0	1	2	0	yes	-1	0	1	-1.58496250072116	-0.396240625180289
10	10250001	10500000	1	3	1	4	0	1	1	1	yes	1	1.32192809488736	1	0	0.830482023721841
10	10500001	10750000	2	1	2	6	0	1	2	2	yes	-0.584962500721156	1.22239242133645	1	0	0.409357480153823
10	10750001	1.1e+07	2	1	2	3	1	1	1	1	yes	-0.584962500721156	0.415037499278844	0	0	-0.0424812503605781
10	11000001	11250000	2	8	0	4	0	1	2	1	yes	1.58496250072116	2.32192809488736	1	-0.584962500721156	1.08048202372184
10	11250001	11500000	6	11	3	3	1	2	4	4	yes	0.777607578663552	0	0.584962500721156	0	0.340642519846177
10	11500001	11750000	0	6	0	2	2	1	0	3	yes	2.8073549220576	1.58496250072116	-0.584962500721156	2	1.4518387305144
10	11750001	1.2e+07	5	1	0	6	5	0	1	7	yes	-1.58496250072116	2.8073549220576	-2.58496250072116	2	0.159357480153823
10	12000001	12250000	1	2	1	0	0	1	2	1	yes	0.584962500721156	-1	1	-0.584962500721156	-5.55111512312578e-17
10	12250001	12500000	1	1	0	2	1	1	1	1	yes	0	1.58496250072116	0	0	0.396240625180289
10	12500001	12750000	1	2	1	3	0	1	2	4	yes	0.584962500721156	1	1	0.736965594166206	0.830482023721841
10	12750001	1.3e+07	1	5	4	6	2	1	2	2	yes	1.58496250072116	0.485426827170242	-0.584962500721156	0	0.37135670679256
10	13000001	13250000	0	3	2	2	0	3	2	4	yes	2	0	2	0.736965594166206	1.18424139854155
10	13250001	13500000	5	4	2	3	1	0	2	4	yes	-0.263034405833794	0.415037499278844	-1	0.736965594166206	-0.0277578280971859
10	13500001	13750000	3	7	2	4	1	3	4	4	yes	1	0.736965594166206	1	0	0.684241398541552
10	13750001	1.4e+07	1	7	6	4	0	1	3	2	yes	2	-0.485426827170242	1	-0.415037499278844	0.524883918387729
10	14000001	14250000	2	3	4	8	2	0	4	4	yes	0.415037499278844	0.84799690655495	-1.58496250072116	0	-0.0804820237218406
10	14250001	14500000	1	1	3	5	1	1	5	5	yes	0	0.584962500721156	0	0	0.146240625180289
10	14500001	14750000	2	2	1	5	3	2	4	3	yes	0	1.58496250072116	-0.415037499278844	-0.321928094887362	0.211999226638738
10	14750001	1.5e+07	1	3	4	5	1	1	1	4	yes	1	0.263034405833794	0	1.32192809488736	0.646240625180289
10	15000001	15250000	0	2	1	1	0	2	0	2	yes	1.58496250072116	0	1.58496250072116	1.58496250072116	1.18872187554087
10	15250001	15500000	1	1	5	5	1	1	4	4	yes	0	0	0	0	0
10	15500001	15750000	1	2	0	1	1	0	2	4	yes	0.584962500721156	1	-1	0.736965594166206	0.330482023721841
10	15750001	1.6e+07	3	0	0	1	1	1	1	3	yes	-2	1	0	1	0
10	16000001	16250000	0	1	0	0	0	0	1	2	yes	1	0	0	0.584962500721156	0.396240625180289
10	16250001	16500000	0	4	1	1	1	0	1	2	yes	2.32192809488736	0	-1	0.584962500721156	0.47672264890213
10	16500001	16750000	1	4	1	2	0	1	2	2	yes	1.32192809488736	0.584962500721156	1	0	0.72672264890213
10	16750001	1.7e+07	4	4	1	0	3	1	0	1	yes	0	-1	-1	1	-0.25
10	17000001	17250000	3	4	1	3	0	1	0	0	yes	0.321928094887362	1	1	0	0.580482023721841
10	17250001	17500000	2	0	3	1	1	1	0	3	yes	-1.58496250072116	-1	0	2	-0.146240625180289
10	17500001	17750000	5	0	1	1	0	0	0	2	yes	-2.58496250072116	0	0	1.58496250072116	-0.25
10	17750001	1.8e+07	1	1	2	0	0	0	2	0	yes	0	-1.58496250072116	0	-1.58496250072116	-0.792481250360578
10	18000001	18250000	0	0	0	2	0	0	0	0	yes	0	1.58496250072116	0	0	0.396240625180289
10	18250001	18500000	1	4	2	1	0	0	2	1	yes	1.32192809488736	-0.584962500721156	0	-0.584962500721156	0.0380007733612625
10	18500001	18750000	0	1	1	1	0	0	1	0	yes	1	0	0	-1	0
10	18750001	1.9e+07	0	4	1	2	3	0	0	1	yes	2.32192809488736	0.584962500721156	-2	1	0.47672264890213
10	19000001	19250000	2	1	0	1	2	0	0	0	yes	-0.584962500721156	1	-1.58496250072116	0	-0.292481250360578
10	19250001	19500000	1	2	1	0	1	1	0	1	yes	0.584962500721156	-1	0	1	0.146240625180289
10	19500001	19750000	0	2	1	0	3	0	0	0	yes	1.58496250072116	-1	-2	0	-0.353759374819711
10	19750001	2e+07	2	4	0	0	0	0	0	2	yes	0.736965594166206	0	0	1.58496250072116	0.580482023721841
10	20000001	20250000	2	1	1	1	1	3	0	0	yes	-0.584962500721156	0	1	0	0.103759374819711
10	20250001	20500000	0	4	1	3	0	0	0	1	yes	2.32192809488736	1	0	1	1.08048202372184
10	20500001	20750000	0	1	1	0	0	0	1	2	yes	1	-1	0	0.584962500721156	0.146240625180289
10	20750001	2.1e+07	0	1	2	0	0	1	3	1	yes	1	-1.58496250072116	1	-1	-0.146240625180289
10	21000001	21250000	0	1	2	1	1	0	0	1	yes	1	-0.584962500721156	-1	1	0.103759374819711
10	21250001	21500000	0	2	0	2	0	0	0	0	yes	1.58496250072116	1.58496250072116	0	0	0.792481250360578
10	21500001	21750000	3	4	0	2	0	0	2	0	yes	0.321928094887362	1.58496250072116	0	-1.58496250072116	0.0804820237218405
10	21750001	2.2e+07	1	1	1	0	1	1	1	0	yes	0	-1	0	-1	-0.5
10	22000001	22250000	0	3	0	0	0	1	0	1	yes	2	0	1	1	1
10	22250001	22500000	1	0	1	1	2	0	0	3	yes	-1	0	-1.58496250072116	2	-0.146240625180289
10	22500001	22750000	2	5	1	1	1	2	0	1	yes	1	0	0.584962500721156	1	0.646240625180289
10	22750001	2.3e+07	2	8	2	3	3	4	1	1	yes	1.58496250072116	0.415037499278844	0.321928094887362	0	0.58048202372184
10	23000001	23250000	0	0	1	1	0	2	0	1	yes	0	0	1.58496250072116	1	0.646240625180289
10	23250001	23500000	1	1	1	3	0	2	0	1	yes	0	1	1.58496250072116	1	0.896240625180289
10	23500001	23750000	0	1	3	0	0	1	1	1	yes	1	-2	1	0	0
10	23750001	2.4e+07	3	0	1	2	0	0	0	1	yes	-2	0.584962500721156	0	1	-0.103759374819711
10	24000001	24250000	2	2	1	0	2	1	1	0	yes	0	-1	-0.584962500721156	-1	-0.646240625180289
10	24250001	24500000	1	3	2	0	1	0	1	0	yes	1	-1.58496250072116	-1	-1	-0.646240625180289
10	24500001	24750000	0	5	0	0	2	2	1	1	yes	2.58496250072116	0	0	0	0.646240625180289
10	24750001	2.5e+07	4	2	2	2	2	3	1	2	yes	-0.736965594166206	0	0.415037499278844	0.584962500721156	0.0657586014584484
10	25000001	25250000	1	0	0	0	0	1	1	2	yes	-1	0	1	0.584962500721156	0.146240625180289
10	25250001	25500000	0	1	0	0	0	0	0	1	yes	1	0	0	1	0.5
10	25500001	25750000	0	2	0	0	0	1	0	0	yes	1.58496250072116	0	1	0	0.646240625180289
10	25750001	2.6e+07	0	3	0	0	1	0	2	1	yes	2	0	-1	-0.584962500721156	0.103759374819711
10	26000001	26250000	0	1	0	1	0	0	0	0	yes	1	1	0	0	0.5
10	26250001	26500000	2	4	1	0	1	0	0	0	yes	0.736965594166206	-1	-1	0	-0.315758601458448
10	26500001	26750000	2	4	0	2	1	0	1	3	yes	0.736965594166206	1.58496250072116	-1	1	0.580482023721841
10	26750001	2.7e+07	0	5	4	2	1	0	1	2	yes	2.58496250072116	-0.736965594166206	-1	0.584962500721156	0.358239851819026
10	27000001	27250000	2	1	0	2	0	1	0	2	yes	-0.584962500721156	1.58496250072116	1	1.58496250072116	0.896240625180289
10	27250001	27500000	1	2	2	0	1	1	0	1	yes	0.584962500721156	-1.58496250072116	0	1	0
10	27500001	27750000	2	5	0	1	0	2	1	1	yes	1	1	1.58496250072116	0	0.896240625180289
10	27750001	2.8e+07	0	1	1	1	1	1	1	0	yes	1	0	0	-1	0
10	28000001	28250000	3	1	1	2	2	3	0	1	yes	-1	0.584962500721156	0.415037499278844	1	0.25
10	28250001	28500000	0	1	0	1	0	2	0	1	yes	1	1	1.58496250072116	1	1.14624062518029
10	28500001	28750000	1	0	0	1	0	1	1	2	yes	-1	1	1	0.584962500721156	0.396240625180289
10	28750001	2.9e+07	4	3	1	5	2	3	2	2	yes	-0.321928094887362	1.58496250072116	0.415037499278844	0	0.419517976278159
10	29000001	29250000	3	4	5	2	4	4	0	1	yes	0.321928094887362	-1	0	1	0.0804820237218405
10	29250001	29500000	8	10	0	2	3	1	3	2	yes	0.289506617194985	1.58496250072116	-1	-0.415037499278844	0.114857904659324
10	29500001	29750000	2	2	1	0	2	0	1	0	yes	0	-1	-1.58496250072116	-1	-0.896240625180289
10	29750001	3e+07	3	8	0	1	2	1	0	0	yes	1.16992500144231	1	-0.584962500721156	0	0.396240625180289
10	30000001	30250000	2	4	1	5	1	3	1	1	yes	0.736965594166206	1.58496250072116	1	0	0.83048202372184
10	30250001	30500000	4	2	7	3	0	2	1	3	yes	-0.736965594166206	-1	1.58496250072116	1	0.211999226638737
10	30500001	30750000	1	1	2	3	0	2	0	0	yes	0	0.415037499278844	1.58496250072116	0	0.5
10	30750001	3.1e+07	1	4	3	1	2	0	1	1	yes	1.32192809488736	-1	-1.58496250072116	0	-0.315758601458449
10	31000001	31250000	3	1	2	3	3	1	2	2	yes	-1	0.415037499278844	-1	0	-0.396240625180289
10	31250001	31500000	1	1	3	0	1	1	1	0	yes	0	-2	0	-1	-0.75
10	31500001	31750000	0	2	1	1	2	1	0	0	yes	1.58496250072116	0	-0.584962500721156	0	0.25
10	31750001	3.2e+07	1	0	1	0	1	4	0	1	yes	-1	-1	1.32192809488736	1	0.0804820237218405
10	32000001	32250000	0	1	1	0	2	1	0	0	yes	1	-1	-0.584962500721156	0	-0.146240625180289
10	32250001	32500000	3	3	0	1	2	1	1	1	yes	0	1	-0.584962500721156	0	0.103759374819711
10	32500001	32750000	1	3	0	1	0	2	0	1	yes	1	1	1.58496250072116	1	1.14624062518029
10	32750001	3.3e+07	1	0	0	0	0	0	0	0	yes	-1	0	0	0	-0.25
10	33000001	33250000	0	1	0	0	0	0	1	2	yes	1	0	0	0.584962500721156	0.396240625180289
10	33250001	33500000	3	4	2	0	2	1	2	1	yes	0.321928094887362	-1.58496250072116	-0.584962500721156	-0.584962500721156	-0.608239851819027
10	33500001	33750000	3	10	0	1	1	0	0	0	yes	1.4594316186373	1	-1	0	0.364857904659324
10	33750001	3.4e+07	2	2	1	1	1	0	0	0	yes	0	0	-1	0	-0.25
10	34000001	34250000	0	1	2	0	1	3	0	2	yes	1	-1.58496250072116	1	1.58496250072116	0.5
10	34250001	34500000	1	4	0	0	2	0	1	1	yes	1.32192809488736	0	-1.58496250072116	0	-0.0657586014584485
10	34500001	34750000	2	3	0	1	2	2	1	2	yes	0.415037499278844	1	0	0.584962500721156	0.5
10	34750001	3.5e+07	2	3	0	1	4	3	1	0	yes	0.415037499278844	1	-0.321928094887362	-1	0.0232773510978704
10	35000001	35250000	0	6	2	0	2	1	0	2	yes	2.8073549220576	-1.58496250072116	-0.584962500721156	1.58496250072116	0.555598105334112
10	35250001	35500000	1	2	0	1	0	2	1	0	yes	0.584962500721156	1	1.58496250072116	-1	0.542481250360578
10	35500001	35750000	0	2	3	2	3	2	3	1	yes	1.58496250072116	-0.415037499278844	-0.415037499278844	-1	-0.0612781244591329
10	35750001	3.6e+07	1	4	2	2	0	3	2	2	yes	1.32192809488736	0	2	0	0.830482023721841
10	36000001	36250000	2	0	3	3	0	1	3	8	yes	-1.58496250072116	0	1	1.16992500144231	0.146240625180289
10	36250001	36500000	1	3	6	2	2	1	2	1	yes	1	-1.22239242133645	-0.584962500721156	-0.584962500721156	-0.34807935569469
10	36500001	36750000	3	3	2	1	0	0	0	2	yes	0	-0.584962500721156	0	1.58496250072116	0.25
10	36750001	3.7e+07	2	1	1	2	1	1	0	0	yes	-0.584962500721156	0.584962500721156	0	0	-4.16333634234434e-17
10	37000001	37250000	1	0	0	1	1	0	1	1	yes	-1	1	-1	0	-0.25
10	37250001	37500000	0	2	0	1	0	1	1	0	yes	1.58496250072116	1	1	-1	0.646240625180289
10	37500001	37750000	3	1	4	0	1	1	1	0	yes	-1	-2.32192809488736	0	-1	-1.08048202372184
10	37750001	3.8e+07	1	1	0	0	3	0	2	0	yes	0	0	-2	-1.58496250072116	-0.896240625180289
10	38000001	38250000	2	0	0	3	0	0	2	3	yes	-1.58496250072116	2	0	0.415037499278844	0.207518749639422
10	38250001	38500000	0	2	1	4	2	1	1	1	yes	1.58496250072116	1.32192809488736	-0.584962500721156	0	0.58048202372184
10	38500001	38750000	0	2	2	1	0	0	0	0	yes	1.58496250072116	-0.584962500721156	0	0	0.25
10	38750001	3.9e+07	4	3	0	1	1	0	0	1	yes	-0.321928094887362	1	-1	1	0.169517976278159
10	39000001	39250000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	39250001	39500000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	39500001	39750000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	39750001	4e+07	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	40000001	40250000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	40250001	40500000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	40500001	40750000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	40750001	4.1e+07	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	41000001	41250000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	41250001	41500000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	41500001	41750000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	41750001	4.2e+07	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	42000001	42250000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	42250001	42500000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	42500001	42750000	0	1	0	0	0	0	0	0	yes	1	0	0	0	0.25
10	42750001	4.3e+07	0	1	3	1	0	1	1	1	yes	1	-1	1	0	0.25
10	43000001	43250000	0	3	1	3	1	0	1	3	yes	2	1	-1	1	0.75
10	43250001	43500000	3	8	2	5	7	1	4	1	yes	1.16992500144231	1	-2	-1.32192809488736	-0.288000773361263
10	43500001	43750000	6	19	10	6	3	4	8	9	yes	1.51457317282976	-0.652076696579693	0.321928094887362	0.15200309344505	0.334106916145619
10	43750001	4.4e+07	4	6	4	4	6	6	1	3	yes	0.485426827170242	0	0	1	0.37135670679256
10	44000001	44250000	3	4	3	2	1	0	1	5	yes	0.321928094887362	-0.415037499278844	-1	1.58496250072116	0.122963274082419
10	44250001	44500000	5	0	5	10	2	6	3	7	yes	-2.58496250072116	0.874469117916141	1.22239242133645	1	0.127974759632858
10	44500001	44750000	5	6	3	10	3	7	2	3	yes	0.222392421336448	1.4594316186373	1	0.415037499278844	0.774215384813147
10	44750001	4.5e+07	4	7	3	6	3	1	7	6	yes	0.678071905112638	0.807354922057604	-1	-0.192645077942396	0.0731954373069615
10	45000001	45250000	1	4	2	5	0	1	2	4	yes	1.32192809488736	1	1	0.736965594166206	1.01472342226339
10	45250001	45500000	8	1	5	11	3	2	4	8	yes	-2.16992500144231	1	-0.415037499278844	0.84799690655495	-0.184241398541552
10	45500001	45750000	1	0	1	1	0	1	0	0	yes	-1	0	1	0	0
10	45750001	4.6e+07	1	3	2	1	1	1	5	2	yes	1	-0.584962500721156	0	-1	-0.146240625180289
10	46000001	46250000	1	1	0	3	0	0	0	1	yes	0	2	0	1	0.75
10	46250001	46500000	0	1	0	0	1	0	0	1	yes	1	0	-1	1	0.25
10	46500001	46750000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	46750001	4.7e+07	0	1	4	2	0	1	2	2	yes	1	-0.736965594166206	1	0	0.315758601458448
10	47000001	47250000	1	0	5	5	1	0	3	2	yes	-1	0	-1	-0.415037499278844	-0.603759374819711
10	47250001	47500000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	47500001	47750000	4	3	4	5	0	1	3	8	yes	-0.321928094887362	0.263034405833794	1	1.16992500144231	0.527757828097186
10	47750001	4.8e+07	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
10	48000001	48250000	0	1	0	0	1	0	1	0	yes	1	0	-1	-1	-0.25
10	48250001	48500000	3	11	6	8	2	4	5	9	yes	1.58496250072116	0.362570079384708	0.736965594166206	0.736965594166206	0.855365942109569
10	48500001	48750000	6	2	11	8	1	2	5	3	yes	-1.22239242133645	-0.415037499278844	0.584962500721156	-0.584962500721156	-0.409357480153823
10	48750001	4.9e+07	0	0	0	1	0	0	1	2	yes	0	1	0	0.584962500721156	0.396240625180289
10	49000001	49250000	0	1	0	0	0	0	0	0	yes	1	0	0	0	0.25
10	49250001	49500000	2	3	2	5	3	3	1	2	yes	0.415037499278844	1	0	0.584962500721156	0.5
10	49500001	49750000	0	6	8	5	3	1	5	5	yes	2.8073549220576	-0.584962500721156	-1	0	0.305598105334112
10	49750001	5e+07	4	9	2	3	2	4	5	4	yes	1	0.415037499278844	0.736965594166206	-0.263034405833794	0.472242171902814
10	50000001	50250000	4	5	6	8	0	4	3	5	yes	0.263034405833794	0.362570079384708	2.32192809488736	0.584962500721156	0.883123770206755
10	50250001	50500000	3	2	5	8	2	1	4	5	yes	-0.415037499278844	0.584962500721156	-0.584962500721156	0.263034405833794	-0.0380007733612626
10	50500001	50750000	3	3	2	6	1	2	4	2	yes	0	1.22239242133645	0.584962500721156	-0.736965594166206	0.26759733197285
10	50750001	5.1e+07	5	5	3	9	1	2	3	6	yes	0	1.32192809488736	0.584962500721156	0.807354922057604	0.678561379416531
10	51000001	51250000	0	0	0	0	0	0	1	0	yes	0	0	0	-1	-0.25
10	51250001	51500000	0	0	2	1	0	0	0	1	yes	0	-0.584962500721156	0	1	0.103759374819711
10	51500001	51750000	0	2	2	2	0	0	0	0	yes	1.58496250072116	0	0	0	0.396240625180289
10	51750001	5.2e+07	0	1	3	2	1	0	1	3	yes	1	-0.415037499278844	-1	1	0.146240625180289
10	52000001	52250000	2	2	0	3	0	1	0	1	yes	0	2	1	1	1
10	52250001	52500000	5	2	1	2	6	2	1	0	yes	-1	0.584962500721156	-1.22239242133645	-1	-0.659357480153823
10	52500001	52750000	1	1	2	0	0	2	0	1	yes	0	-1.58496250072116	1.58496250072116	1	0.25
10	52750001	5.3e+07	1	4	0	2	0	0	3	0	yes	1.32192809488736	1.58496250072116	0	-2	0.226722648902129
10	53000001	53250000	3	2	2	0	0	0	0	0	yes	-0.415037499278844	-1.58496250072116	0	0	-0.5
10	53250001	53500000	4	2	3	1	2	2	1	0	yes	-0.736965594166206	-1	0	-1	-0.684241398541552
10	53500001	53750000	1	0	2	1	0	1	0	0	yes	-1	-0.584962500721156	1	0	-0.146240625180289
10	53750001	5.4e+07	1	0	1	0	0	0	1	1	yes	-1	-1	0	0	-0.5
